,,,,,,,,,,art,art,art,art,bus,bus,bus,bus,cs,cs,cs,cs,econ,econ,econ,econ,edu,edu,edu,edu,eng,eng,eng,eng,humanities,humanities,humanities,humanities,lifesci,lifesci,lifesci,lifesci,math,math,math,math,nurse,nurse,nurse,nurse,polisci,polisci,polisci,polisci,social,social,social,social
6,627 (tie),Truman State University (In-State),74%,"$79,510 ","$221,600 ",7.10%,"$50,390 ","$250,700 ",9.50%,,,,,"$271,300 ",7.90%,"$300,400 ",10.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,629,South Dakota State University (SDSU) (In-State),55%,"$79,650 ","$221,500 ",7.00%,"$62,060 ","$239,000 ",8.40%,,,,,,,,,,,,,,,,,,,,,"$510,600 ",10.70%,"$528,200 ",12.10%,,,,,,,,,,,,,,,,,,,,,,,,
0,630 (tie),St. Xavier University ,54%,"$164,200 ","$221,300 ",4.50%,"$81,390 ","$304,200 ",8.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,630 (tie),Kennesaw State University (In-State),42%,"$101,500 ","$221,300 ",6.10%,"$75,400 ","$247,400 ",7.70%,,,,,"$323,900 ",7.60%,"$350,000 ",9.20%,"$577,500 ",10.10%,"$603,600 ",11.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,632,Curry College ,43%,"$191,300 ","$221,100 ",4.10%,"$131,800 ","$280,600 ",6.00%,,,,,"$223,600 ",4.10%,"$283,200 ",6.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,633,Bowdoin College ,95%,"$224,700 ","$221,000 ",3.70%,"$94,330 ","$351,400 ",8.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,634,"Loyola University - Chicago, IL ",70%,"$200,300 ","$220,200 ",3.90%,"$122,900 ","$297,600 ",6.50%,,,,,"$246,400 ",4.30%,"$323,800 ",6.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,635 (tie),University of North Florida (UNF) (Out-Of-State),48%,"$148,800 ","$219,800 ",4.80%,"$120,100 ","$248,600 ",5.90%,"$23,640 ",0.90%,"$52,420 ",2.00%,"$281,700 ",5.60%,"$310,500 ",6.80%,"$721,000 ",9.40%,"$749,800 ",10.60%,,,,,,,,,,,,,"($32,300)",-1.10%,"($3,570)",0.00%,,,,,,,,,,,,,,,,,,,,
12,635 (tie),Salisbury University (Out-Of-State),67%,"$121,500 ","$219,800 ",5.50%,"$103,900 ","$237,400 ",6.30%,"($1,380)",0.10%,"$16,160 ",0.90%,"$256,800 ",6.00%,"$274,300 ",6.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,637 (tie),University of Pittsburgh - Johnstown Campus (Out-Of-State),55%,"$149,900 ","$219,400 ",4.80%,"$121,200 ","$248,100 ",5.90%,,,,,"$114,400 ",3.00%,"$143,100 ",4.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,637 (tie),Boise State University (BSU) (In-State),28%,"$89,220 ","$219,400 ",6.60%,"$65,100 ","$243,500 ",8.30%,,,,,"$269,000 ",7.40%,"$293,100 ",9.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,639,Northern Arizona University (NAU) (In-State),49%,"$93,950 ","$218,800 ",6.40%,"$53,150 ","$259,600 ",9.40%,,,,,"$292,000 ",7.50%,"$332,800 ",10.60%,,,,,,,,,"($59,200)",-4.70%,"($18,400)",-1.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,640,University of North Dakota (Out-Of-State),54%,"$130,700 ","$218,700 ",5.20%,"$113,600 ","$235,800 ",6.00%,,,,,"$40,720 ",1.50%,"$57,890 ",2.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,641,Tennessee State University (In-State),35%,"$81,940 ","$218,600 ",6.90%,"$40,370 ","$260,200 ",10.70%,,,,,"$133,900 ",5.10%,"$175,400 ",8.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,642,Central Washington University (CWU) (Out-Of-State),53%,"$142,100 ","$218,200 ",4.90%,"$116,400 ","$243,900 ",6.00%,"$111,900 ",3.10%,"$137,600 ",4.10%,"$286,900 ",5.90%,"$312,500 ",6.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,643,Massachusetts College of Art and Design (In-State),65%,"$107,200 ","$218,000 ",5.90%,"$72,120 ","$253,100 ",8.00%,"$215,500 ",5.80%,"$250,600 ",8.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,644,Augusta State University (In-State),25%,"$95,510 ","$217,900 ",6.30%,"$69,940 ","$243,500 ",8.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,645,Cleveland State University (Out-Of-State),34%,"$130,900 ","$217,700 ",5.20%,"$99,450 ","$249,200 ",6.60%,,,,,"$222,400 ",5.30%,"$253,900 ",6.70%,"$362,700 ",7.00%,"$394,100 ",8.50%,,,,,,,,,"$472,900 ",8.10%,"$504,400 ",9.60%,,,,,,,,,,,,,,,,,,,,,,,,
6,646 (tie),"Assumption College - Worcester, MA ",75%,"$182,000 ","$217,300 ",4.20%,"$106,300 ","$293,000 ",7.00%,,,,,"$353,100 ",5.70%,"$428,800 ",8.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,646 (tie),Friends University ,32%,"$147,100 ","$217,300 ",4.80%,"$87,200 ","$277,200 ",7.60%,,,,,"$191,200 ",4.40%,"$251,100 ",7.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,646 (tie),University of Alabama - Birmingham Campus (In-State),48%,"$93,220 ","$217,300 ",6.40%,"$63,610 ","$247,000 ",8.40%,,,,,"$202,700 ",6.10%,"$232,300 ",8.20%,"$453,800 ",9.40%,"$483,500 ",11.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,649,Framingham State University (Out-Of-State),52%,"$115,500 ","$217,100 ",5.60%,"$98,880 ","$233,700 ",6.40%,,,,,"$170,200 ",4.80%,"$186,800 ",5.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,650 (tie),Connecticut College ,85%,"$227,400 ","$216,900 ",3.60%,"$97,410 ","$346,900 ",8.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,650 (tie),Philadelphia University ,61%,"$190,000 ","$216,900 ",4.00%,"$114,500 ","$292,400 ",6.70%,"$160,300 ",3.30%,"$235,800 ",5.90%,"$290,900 ",4.90%,"$366,500 ",7.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,650 (tie),University of Texas - Pan American (UTPA) (In-State),39%,"$71,480 ","$216,900 ",7.40%,"$29,100 ","$259,300 ",12.30%,,,,,"$231,500 ",7.70%,"$273,900 ",12.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,653,Southern Illinois University (SIU) - Carbondale Campus (Out-Of-State),48%,"$155,300 ","$216,100 ",4.60%,"$110,400 ","$260,900 ",6.40%,"($7,470)",-0.10%,"$37,360 ",1.60%,"$215,900 ",4.60%,"$260,700 ",6.40%,"$306,400 ",5.80%,"$351,200 ",7.60%,,,,,,,,,"$551,900 ",8.10%,"$596,800 ",9.90%,,,,,,,,,,,,,,,,,,,,,,,,
0,654,Dakota State University (In-State),44%,"$76,520 ","$216,000 ",7.10%,"$59,680 ","$232,900 ",8.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,655,Viterbo University ,52%,"$140,000 ","$215,700 ",4.90%,"$73,870 ","$281,900 ",8.40%,,,,,"$124,100 ",3.40%,"$190,200 ",6.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,656,"Allegheny College - Meadville, PA ",78%,"$194,600 ","$215,600 ",4.00%,"$99,610 ","$310,600 ",7.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,657,Langston University (In-State),16%,"$71,670 ","$215,300 ",7.40%,"$42,500 ","$244,500 ",10.20%,,,,,"$134,100 ",5.60%,"$163,200 ",8.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,658 (tie),Susquehanna University ,74%,"$187,400 ","$214,900 ",4.10%,"$102,800 ","$299,500 ",7.20%,,,,,"$234,400 ",4.30%,"$319,000 ",7.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,658 (tie),University of Akron - Main Campus (Out-Of-State),41%,"$145,100 ","$214,900 ",4.80%,"$119,000 ","$241,000 ",5.90%,"$22,070 ",0.90%,"$48,190 ",1.90%,"$199,800 ",4.60%,"$225,900 ",5.60%,"$590,100 ",8.60%,"$616,200 ",9.70%,,,,,,,,,"$487,800 ",7.80%,"$513,900 ",8.90%,,,,,,,,,,,,,"$277,100 ",5.70%,"$303,200 ",6.70%,,,,,,,,
0,660 (tie),Ohio Wesleyan University (OWU) ,68%,"$204,400 ","$214,700 ",3.80%,"$100,000 ","$319,100 ",7.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,660 (tie),Bloomsburg University of Pennsylvania (In-State),64%,"$89,250 ","$214,700 ",6.50%,"$65,530 ","$238,400 ",8.10%,,,,,"$251,900 ",7.10%,"$275,600 ",8.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,662,University of Texas at Tyler (In-State),41%,"$83,460 ","$214,600 ",6.70%,"$50,420 ","$247,600 ",9.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,663,Wilkes University ,61%,"$181,400 ","$214,200 ",4.10%,"$103,300 ","$292,300 ",7.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,664,South Dakota State University (SDSU) (Out-Of-State),55%,"$87,020 ","$214,100 ",6.60%,"$69,440 ","$231,700 ",7.80%,,,,,,,,,,,,,,,,,,,,,"$503,200 ",10.20%,"$520,800 ",11.50%,,,,,,,,,,,,,,,,,,,,,,,,
6,665,Nebraska Wesleyan University (NWU) ,65%,"$147,500 ","$213,800 ",4.80%,"$94,080 ","$267,200 ",7.10%,,,,,"$257,300 ",5.30%,"$310,700 ",7.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,666,Southern Wesleyan University (SWU) ,57%,"$131,400 ","$213,700 ",5.10%,"$75,400 ","$269,700 ",8.10%,,,,,"$270,300 ",5.90%,"$326,200 ",8.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,667,University of Louisiana - Monroe Campus (In-State),37%,"$70,860 ","$213,500 ",7.40%,"$38,000 ","$246,400 ",10.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,668,SUNY - Purchase College (In-State),59%,"$90,510 ","$212,400 ",6.40%,"$67,700 ","$235,200 ",8.00%,"$277,000 ",7.40%,"$299,800 ",9.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,669,SUNY - College of Environmental Science and Forestry (SUNY-ESF) (In-State),67%,"$95,080 ","$211,900 ",6.20%,"$70,330 ","$236,700 ",7.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,670 (tie),University of New Orleans (UNO) (Out-Of-State),34%,"$130,100 ","$211,000 ",5.10%,"$95,690 ","$245,400 ",6.70%,,,,,"$166,300 ",4.40%,"$200,700 ",6.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,670 (tie),Troy University (In-State),34%,"$75,400 ","$211,000 ",7.10%,"$44,600 ","$241,800 ",9.90%,,,,,"$174,500 ",6.30%,"$205,300 ",9.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,672 (tie),"Wayne State University - Detroit, MI (Out-Of-State)",28%,"$150,000 ","$210,700 ",4.70%,"$113,300 ","$247,300 ",6.10%,,,,,"$177,400 ",4.10%,"$214,100 ",5.60%,,,,,,,,,,,,,"$615,100 ",8.70%,"$651,700 ",10.20%,,,,,,,,,,,,,,,,,,,,,,,,
12,672 (tie),Winona State University (In-State),53%,"$90,240 ","$210,700 ",6.40%,"$73,800 ","$227,200 ",7.50%,,,,,"$181,200 ",5.80%,"$197,600 ",6.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$163,500 ",5.50%,"$180,000 ",6.50%
42,674,Indiana University (IU) - Bloomington (Out-Of-State),75%,"$175,000 ","$210,600 ",4.20%,"$127,800 ","$257,700 ",5.80%,"($45,300)",-1.30%,"$1,823 ",0.20%,"$462,700 ",6.90%,"$509,900 ",8.50%,"$480,100 ",7.00%,"$527,200 ",8.70%,"$440,400 ",6.70%,"$487,600 ",8.40%,"($184,000)",<-16.7%,"($137,000)",<-16%,,,,,,,,,"$170,800 ",3.60%,"$217,900 ",5.30%,,,,,,,,,,,,,"$18,490 ",0.70%,"$65,640 ",2.30%
0,675,Dordt College ,72%,"$139,700 ","$210,400 ",4.90%,"$89,600 ","$260,500 ",7.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,676,Le Moyne College ,69%,"$169,800 ","$210,300 ",4.30%,"$92,410 ","$287,700 ",7.50%,,,,,"$265,000 ",5.00%,"$342,400 ",8.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,677 (tie),McNeese State University (Out-Of-State),38%,"$106,500 ","$210,100 ",5.80%,"$78,040 ","$238,600 ",7.40%,,,,,"$155,300 ",4.80%,"$183,800 ",6.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,677 (tie),West Chester University (Out-Of-State),69%,"$138,900 ","$210,100 ",4.90%,"$115,700 ","$233,300 ",5.80%,"($52,300)",-2.20%,"($29,200)",-1.30%,"$509,400 ",8.20%,"$532,500 ",9.20%,,,,,,,,,"$58,700 ",1.90%,"$81,850 ",2.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,679,University of Maine at Orono (Out-Of-State),59%,"$167,500 ","$209,900 ",4.30%,"$128,700 ","$248,800 ",5.70%,,,,,"$215,100 ",4.40%,"$253,900 ",5.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,680,Marist College ,80%,"$180,400 ","$209,700 ",4.10%,"$133,500 ","$256,500 ",5.70%,,,,,,,,,"$483,200 ",6.90%,"$530,100 ",8.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,681,Grand View University (GVU) ,49%,"$129,600 ","$209,500 ",5.10%,"$75,370 ","$263,800 ",8.00%,,,,,"$152,100 ",4.10%,"$206,300 ",7.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,682,Florida Atlantic University (FAU) (Out-Of-State),41%,"$138,600 ","$209,400 ",4.90%,"$112,200 ","$235,800 ",6.00%,"$89,380 ",2.70%,"$115,700 ",3.80%,"$265,200 ",5.70%,"$291,600 ",6.80%,"$705,500 ",9.60%,"$731,900 ",10.80%,,,,,"($119,000)",-9.30%,"($93,100)",-8.30%,,,,,,,,,,,,,,,,,"$306,100 ",6.20%,"$332,500 ",7.30%,,,,,,,,
18,683,Indiana University-Purdue University - Indianapolis (IUPUI) (In-State),39%,"$109,100 ","$209,000 ",5.70%,"$67,560 ","$250,600 ",8.20%,"$109,100 ",3.70%,"$150,700 ",6.20%,"$187,200 ",5.30%,"$228,700 ",7.80%,"$163,900 ",4.90%,"$205,400 ",7.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,684,Dakota State University (Out-Of-State),44%,"$83,940 ","$208,600 ",6.60%,"$67,100 ","$225,500 ",7.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,685,Mississippi State University (MSU) (Out-Of-State),58%,"$126,600 ","$208,500 ",5.20%,"$94,750 ","$240,300 ",6.70%,"($126,000)",-21.90%,"($93,900)",-20.80%,"$127,500 ",3.70%,"$159,300 ",5.20%,,,,,,,,,,,,,"$545,400 ",8.90%,"$577,200 ",10.50%,,,,,,,,,,,,,,,,,,,,,,,,
0,686 (tie),Walla Walla University ,51%,"$157,400 ","$208,100 ",4.50%,"$100,400 ","$265,100 ",6.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,686 (tie),Limestone College ,43%,"$152,500 ","$208,100 ",4.60%,"$98,660 ","$261,900 ",6.90%,,,,,"$131,800 ",3.30%,"$185,600 ",5.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,688,Christopher Newport University (Out-Of-State),67%,"$136,400 ","$208,000 ",4.90%,"$119,000 ","$225,400 ",5.60%,,,,,"$321,100 ",6.40%,"$338,500 ",7.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,689,Pratt Institute ,64%,"$228,500 ","$207,900 ",3.50%,"$152,600 ","$283,800 ",5.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,690,West Texas A & M University (Out-Of-State),44%,"$104,400 ","$207,800 ",5.80%,"$75,250 ","$236,900 ",7.50%,,,,,"$131,500 ",4.30%,"$160,700 ",6.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,691 (tie),Virginia Commonwealth University (VCU) (In-State),56%,"$109,900 ","$207,400 ",5.60%,"$65,000 ","$252,400 ",8.40%,"$53,050 ",2.20%,"$97,990 ",4.90%,"$231,700 ",6.00%,"$276,600 ",8.80%,"$271,300 ",6.60%,"$316,200 ",9.40%,,,,,"($152,000)",<-16.7%,"($107,000)",<-16%,,,,,,,,,,,,,,,,,"$369,600 ",7.80%,"$414,600 ",10.70%,,,,,"$15,630 ",0.80%,"$60,580 ",3.50%
0,691 (tie),Louisiana State University (LSU) (Out-Of-State),67%,"$139,300 ","$207,400 ",4.80%,"$106,000 ","$240,700 ",6.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,693,University of West Florida (UWF) (In-State),45%,"$77,010 ","$206,300 ",6.90%,"$51,150 ","$232,100 ",9.10%,,,,,"$179,100 ",6.40%,"$204,900 ",8.60%,"$440,800 ",10.20%,"$466,600 ",12.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,694,Barnard College - Columbia University ,90%,"$231,400 ","$205,000 ",3.40%,"$89,830 ","$346,500 ",8.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,695,Western Michigan University (WMU) (Out-Of-State),56%,"$156,500 ","$203,800 ",4.40%,"$131,700 ","$228,600 ",5.30%,,,,,"$274,000 ",5.40%,"$298,800 ",6.30%,"$406,100 ",6.80%,"$430,900 ",7.70%,,,,,"($176,000)",<-16.7%,"($152,000)",<-16%,"$532,600 ",7.90%,"$557,400 ",8.80%,,,,,,,,,,,,,,,,,,,,,,,,
6,696,Salem State University (In-State),45%,"$95,640 ","$203,700 ",6.00%,"$68,320 ","$231,000 ",7.80%,,,,,"$158,400 ",5.20%,"$185,800 ",7.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,697,Millersville University of Pennsylvania (In-State),64%,"$85,090 ","$203,600 ",6.50%,"$60,150 ","$228,500 ",8.30%,,,,,"$213,000 ",6.60%,"$237,900 ",8.50%,"$427,900 ",9.60%,"$452,800 ",11.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,698,Franklin Pierce University ,50%,"$178,700 ","$203,400 ",4.00%,"$109,900 ","$272,200 ",6.60%,,,,,"$456,000 ",6.70%,"$524,800 ",9.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,699,Juniata College ,75%,"$181,100 ","$203,100 ",4.00%,"$94,970 ","$289,200 ",7.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,700 (tie),Immaculata University ,53%,"$191,500 ","$202,500 ",3.80%,"$120,400 ","$273,600 ",6.30%,,,,,"$141,100 ",3.00%,"$212,200 ",5.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,700 (tie),Eastern Illinois University (In-State),60%,"$96,210 ","$202,500 ",6.00%,"$70,850 ","$227,900 ",7.60%,,,,,"$270,100 ",7.10%,"$295,500 ",8.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,702,University of South Florida - Main Campus (Out-Of-State),57%,"$139,400 ","$202,400 ",4.80%,"$105,400 ","$236,500 ",6.20%,"($48,500)",-2.00%,"($14,500)",-0.60%,"$177,900 ",4.40%,"$212,000 ",5.80%,"$476,100 ",7.90%,"$510,100 ",9.40%,,,,,"($48,000)",-1.90%,"($13,900)",-0.50%,"$457,900 ",7.70%,"$491,900 ",9.20%,"$59,450 ",2.00%,"$93,510 ",3.40%,,,,,,,,,"$383,400 ",7.00%,"$417,500 ",8.50%,,,,,,,,
12,703,California State University - Los Angeles (CSULA) (Out-Of-State),37%,"$157,800 ","$202,000 ",4.40%,"$103,300 ","$256,400 ",6.60%,"$10,150 ",0.50%,"$64,630 ",2.60%,"$274,200 ",5.30%,"$328,600 ",7.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,704,Elizabethtown College ,74%,"$179,700 ","$201,900 ",4.00%,"$99,340 ","$282,300 ",7.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,705,Shenandoah University ,38%,"$172,300 ","$201,800 ",4.10%,"$108,500 ","$265,600 ",6.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,706,Houston Baptist University ,44%,"$156,900 ","$201,500 ",4.40%,"$83,000 ","$275,300 ",7.80%,,,,,"$158,200 ",3.70%,"$232,100 ",7.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,707,Southwestern Oklahoma State University (In-State),36%,"$74,340 ","$201,400 ",6.90%,"$45,460 ","$230,200 ",9.60%,,,,,"$153,900 ",5.90%,"$182,800 ",8.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,708 (tie),Kean University (In-State),50%,"$124,700 ","$201,300 ",5.10%,"$90,130 ","$235,800 ",6.80%,,,,,"$277,200 ",6.20%,"$311,800 ",7.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,708 (tie),Pittsburg State University (In-State),52%,"$70,260 ","$201,300 ",7.20%,"$51,790 ","$219,700 ",8.80%,"($114,000)",<-21.9%,"($95,900)",<-20.8%,"$311,600 ",9.00%,"$330,100 ",10.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,710 (tie),University of West Georgia (In-State),37%,"$83,290 ","$201,000 ",6.50%,"$55,400 ","$228,900 ",8.70%,,,,,"$251,900 ",7.40%,"$279,800 ",9.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,710 (tie),Florida International University (FIU) (Out-Of-State),49%,"$164,900 ","$201,000 ",4.20%,"$138,300 ","$227,600 ",5.20%,"($56,100)",-1.90%,"($29,500)",-1.00%,"$215,300 ",4.40%,"$241,900 ",5.40%,,,,,,,,,,,,,"$531,100 ",7.60%,"$557,600 ",8.60%,"($219,000)",<-3.9%,"($192,000)",<-2.4%,,,,,,,,,"$412,200 ",6.60%,"$438,700 ",7.60%,,,,,,,,
0,712,Armstrong Atlantic State University (AASU) (Out-Of-State),33%,"$134,300 ","$200,800 ",4.80%,"$107,200 ","$228,000 ",6.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,713,Linfield College ,67%,"$173,700 ","$200,500 ",4.10%,"$91,730 ","$282,500 ",7.50%,,,,,"$237,200 ",4.60%,"$319,200 ",8.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,714 (tie),Mills College ,63%,"$223,000 ","$200,400 ",3.40%,"$123,800 ","$299,600 ",6.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,714 (tie),Arkansas Tech University (In-State),41%,"$66,670 ","$200,400 ",7.40%,"$32,510 ","$234,500 ",11.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,716,"School of Visual Arts (SVA) - New York, NY ",68%,"$212,600 ","$200,100 ",3.50%,"$171,300 ","$241,400 ",4.70%,"$176,700 ",3.20%,"$218,000 ",4.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,717,University of Central Florida (UCF) (Out-Of-State),65%,"$157,300 ","$199,400 ",4.30%,"$135,600 ","$221,100 ",5.10%,"($1,630)",0.10%,"$20,070 ",0.90%,"$131,900 ",3.30%,"$153,600 ",4.00%,"$685,700 ",8.90%,"$707,400 ",9.70%,,,,,"($153,000)",-16.70%,"($132,000)",-16.00%,"$559,700 ",8.10%,"$581,400 ",8.90%,"($14,100)",-0.30%,"$7,596 ",0.40%,,,,,,,,,,,,,,,,,"($34,500)",-1.10%,"($12,800)",-0.30%
6,718 (tie),Roberts Wesleyan College ,59%,"$179,700 ","$199,100 ",4.00%,"$99,400 ","$279,500 ",7.10%,,,,,"$103,600 ",2.50%,"$184,000 ",5.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,718 (tie),Tarleton State University (TSU) (Out-Of-State),39%,"$113,300 ","$199,100 ",5.40%,"$89,150 ","$223,300 ",6.60%,,,,,"$151,800 ",4.50%,"$176,000 ",5.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,720,Aurora University ,52%,"$131,800 ","$199,000 ",4.90%,"$76,050 ","$254,800 ",7.80%,,,,,"$224,200 ",5.30%,"$280,000 ",8.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,721 (tie),High Point University ,61%,"$161,300 ","$198,900 ",4.30%,"$124,700 ","$235,500 ",5.60%,,,,,"$200,900 ",4.30%,"$237,500 ",5.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,721 (tie),Truman State University (Out-Of-State),74%,"$102,300 ","$198,900 ",5.70%,"$73,150 ","$228,000 ",7.50%,,,,,"$248,500 ",6.50%,"$277,600 ",8.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,721 (tie),University of Wisconsin (UWM) - Milwaukee (Out-Of-State),43%,"$146,100 ","$198,900 ",4.60%,"$119,800 ","$225,300 ",5.60%,,,,,"$274,100 ",5.60%,"$300,400 ",6.60%,"$495,700 ",7.90%,"$522,100 ",8.90%,,,,,,,,,"$515,000 ",8.00%,"$541,300 ",9.10%,,,,,,,,,,,,,,,,,,,,,,,,
